,Unnamed: 0,team_id,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth,buildUpPlayPositioningClass_Free Form,buildUpPlayPositioningClass_Organised,chanceCreationPositioningClass_Free Form,chanceCreationPositioningClass_Organised,defenceDefenderLineClass_Cover,defenceDefenderLineClass_Offside Trap,buildUpPlayDribbling,cluster,next_date,overall_rating,potential,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot_right,preferred_foot_left,attacking_work_rate_medium,attacking_work_rate_high,attacking_work_rate_low,defensive_work_rate_medium,defensive_work_rate_high,defensive_work_rate_low,height,weight
10,10,8576,2011-02-22,65,45,65,65,50,45,45,50,0,1,0,1,1,0,57.0,6,2012-02-22,66.66666666666667,71.52651515151514,49.33712121212121,41.59090909090909,53.90151515151515,60.47348484848485,37.80681818181818,48.36363636363637,44.69318181818182,48.458333333333336,56.41287878787879,60.996212121212125,60.52651515151515,60.583333333333336,61.61363636363637,63.59848484848485,63.5189393939394,54.473484848484844,62.746212121212125,61.121212121212125,64.63636363636364,48.74242424242425,62.27272727272727,44.291666666666664,45.833333333333336,56.48863636363637,51.91287878787879,47.15530303030303,48.378787878787875,44.541666666666664,16.140151515151516,15.477272727272727,15.193181818181818,14.69318181818182,17.424242424242422,70.22727272727273,29.77272727272727,0.8212121212121212,0.1380681818181818,0.12245989304812832,0.9806818181818183,0.0909090909090909,0.09318181818181817,181.61427609427608,165.92382154882156
11,11,8576,2012-02-22,59,52,48,34,52,38,47,53,0,1,0,1,1,0,57.0,3,2014-09-19,67.7939393939394,71.06565656565658,52.95151515151515,44.25757575757576,57.18181818181818,61.9939393939394,39.574747474747475,51.46868686868687,47.33131313131313,48.24545454545454,58.534343434343434,62.48585858585859,63.04646464646464,63.0959595959596,64.04040404040404,64.25656565656566,64.23636363636363,56.0939393939394,64.67676767676767,63.352525252525254,65.86060606060606,51.23737373737374,64.13838383838385,49.47979797979798,49.77575757575757,55.961616161616156,52.06666666666667,49.37979797979798,51.50202020202021,47.62424242424243,16.485858585858587,14.784848484848483,16.338383838383837,15.200000000000003,16.85050505050505,66.14646464646465,33.85353535353536,0.7932154882154883,0.20808792146820318,0.0959090909090909,0.8641414141414141,0.231948051948052,0.09783549783549784,181.9976992143659,167.84377104377106
12,13,8576,2014-09-19,59,52,48,38,52,38,47,53,0,1,0,1,1,0,57.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,15,8564,2010-02-22,45,30,55,45,70,30,35,60,1,0,1,0,0,1,70.0,3,2011-02-22,79.95909090909092,86.42045454545455,63.85,51.92272727272727,65.29090909090908,74.14318181818182,62.325227272727275,67.82954545454545,60.75113636363636,58.43181818181817,68.47727272727272,75.20909090909092,74.85227272727272,75.37045454545455,71.48272727272727,76.15454545454546,74.94295454545454,72.325,72.53886363636363,75.0,73.48863636363635,65.83636363636364,68.68863636363638,64.725,67.34318181818182,75.53431818181818,66.1659090909091,53.0590909090909,59.33863636363636,57.67909090909092,15.593181818181819,19.78636363636364,36.575,20.16136363636364,20.368181818181817,92.06818181818183,18.663101604278072,0.6708838383838384,0.269040404040404,0.10012626262626262,0.5523989898989898,0.3827272727272727,0.11795224977043156,182.02820202020203,170.8810606060606
14,16,8564,2011-02-22,65,50,50,60,50,50,50,50,0,1,1,0,0,1,70.0,3,2012-02-22,80.57828282828284,83.70959595959597,65.91666666666669,52.179292929292934,64.67171717171716,74.31565656565657,63.56565656565657,68.26767676767676,64.51010101010101,57.333333333333336,70.5429292929293,74.1439393939394,72.53535353535354,72.74494949494948,71.48232323232324,78.08838383838385,66.89393939393939,73.94949494949496,74.51262626262627,74.66919191919192,73.85353535353536,66.63383838383838,71.90656565656566,61.10606060606061,62.62373737373738,70.91161616161617,63.6010101010101,55.378787878787875,64.18181818181819,60.818181818181806,16.11363636363636,16.292929292929298,16.265151515151516,16.219696969696965,17.28030303030303,92.09595959595958,12.371541501976285,0.6780583613916947,0.32194163860830527,,0.5214365881032548,0.4209876543209876,0.10909090909090907,182.60390684624016,174.25171156004492
15,17,8564,2012-02-22,45,50,65,20,50,45,45,50,0,1,1,0,1,0,70.0,3,2013-09-20,79.48885077186962,82.54030874785595,64.63979416809605,53.02744425385936,64.54545454545453,71.80274442538594,61.55917667238422,67.91423670668954,62.075471698113205,54.77015437392796,67.17667238421954,72.45797598627787,72.94854202401373,72.31903945111492,70.36192109777015,77.03773584905659,63.73584905660378,71.94511149228131,75.95540308747856,74.0017152658662,72.28987993138935,63.00514579759862,73.5197255574614,63.08919382504288,61.068610634648365,65.27101200686107,64.1286449399657,57.008576329331056,63.668953687821606,61.493996569468266,15.629502572898797,15.699828473413378,16.245283018867923,15.79416809605489,15.981132075471699,83.25174825174827,17.418181818181818,0.7064685314685312,0.275222816399287,0.1115702479338843,0.5919580419580419,0.3176573426573427,0.1236842105263158,182.67329521631407,172.33142748237088
16,18,8564,2013-09-20,48,54,51,53,64,48,49,53,0,1,1,0,1,0,70.0,3,2014-09-19,77.8992628992629,80.68058968058968,63.91400491400492,54.680589680589684,62.25552825552827,71.49385749385749,59.35135135135136,67.68058968058969,64.52579852579852,58.62899262899262,66.66584766584766,72.60442260442261,71.11302211302211,71.26781326781328,69.80589680589681,74.20147420147421,65.35626535626537,71.64127764127764,73.13022113022113,70.24078624078625,73.1105651105651,63.01719901719901,69.04914004914006,60.30466830466831,62.30466830466831,63.631449631449634,65.0859950859951,54.85012285012285,59.434889434889435,58.896805896805894,15.840294840294838,15.034398034398034,15.525798525798525,14.874692874692874,14.835380835380835,81.13022113022114,19.948051948051944,0.48771498771498767,0.36641414141414136,0.16467532467532464,0.6727272727272726,0.2451948051948052,0.13566433566433564,183.02388479388478,173.4039039039039
17,19,8564,2014-09-19,48,52,66,36,75,58,57,49,0,1,0,1,1,0,70.0,3,2015-09-10,77.43779904306223,79.75598086124401,59.47846889952154,51.28947368421052,63.4043062200957,68.37320574162678,55.68899521531101,64.84210526315789,61.985645933014354,53.73923444976077,64.24401913875597,69.74162679425837,70.61004784688996,72.73444976076556,69.2224880382775,70.36363636363636,67.32775119617224,69.47846889952153,75.08133971291866,71.01435406698565,74.76315789473684,60.765550239234436,68.76555023923443,61.24641148325358,58.485645933014354,58.712918660287066,59.75837320574162,55.4043062200957,61.03349282296652,59.921052631578945,11.633971291866027,12.502392344497606,12.009569377990431,13.248803827751196,12.311004784688995,81.19617224880385,19.312039312039307,0.528468899521531,0.3179425837320574,0.1667532467532467,0.5586124401913877,0.32057416267942584,0.13116883116883113,183.7390898458267,175.15308346624138
18,20,8564,2015-09-10,48,52,66,36,69,58,57,49,0,1,0,1,1,0,70.0,3,,77.05833333333334,80.28358585858585,60.221464646464646,52.918181818181814,63.746717171717165,69.0699494949495,54.221464646464646,66.98611111111111,61.89696969696971,53.59015151515152,63.61641414141414,71.02045454545457,70.88838383838385,72.64974747474747,69.59393939393938,71.92196969696968,63.711363636363636,70.99267676767677,72.31060606060606,71.04166666666667,74.8388888888889,63.467929292929284,68.49848484848485,60.04772727272728,59.16414141414142,60.846464646464646,59.74722222222223,52.111111111111114,58.018181818181816,57.11035353535354,13.371717171717172,13.324494949494948,12.911868686868688,13.830303030303032,13.365656565656563,71.45622895622897,28.543771043771034,0.6036756453423119,0.35382395382395376,0.11773989898989898,0.8085016835016835,0.1487373737373737,0.10497280497280494,184.27454124579128,175.00985549943883
19,21,10215,2010-02-22,30,30,50,60,55,30,30,30,0,1,0,1,0,1,53.0,2,2011-02-22,67.1490909090909,71.54727272727273,54.882424242424236,45.34303030303031,55.58424242424242,59.671515151515145,44.54272727272728,55.47636363636365,51.43363636363635,47.38121212121212,56.7460606060606,59.833333333333336,69.2030303030303,69.1460606060606,69.88060606060607,68.76121212121211,70.0721212121212,60.76969696969697,70.63545454545455,68.5969696969697,69.67090909090909,48.54363636363636,60.6521212121212,54.6981818181818,55.99515151515153,59.81303030303031,55.83939393939393,48.45030303030304,49.82242424242424,48.87454545454545,14.176363636363636,20.22909090909091,32.31454545454546,19.560606060606062,19.56909090909091,83.6599326599327,16.903517938000697,0.8660269360269358,0.10175084175084174,0.12464646464646464,0.6570259242673037,0.2639349156590535,0.12662060162060162,179.8578276094276,167.07680134680135
20,22,10215,2011-02-22,30,50,50,50,55,30,45,65,0,1,0,1,1,0,53.0,4,2012-02-22,66.94294670846395,72.46363636363637,52.66394984326019,42.94263322884013,54.30094043887147,58.85297805642633,43.27335423197492,54.10971786833857,47.89090909090909,42.29561128526646,52.7974921630094,59.724764890282145,67.92915360501566,67.34514106583073,67.58777429467085,66.45141065830721,65.55047021943575,57.509090909090915,70.01003134796238,65.2103448275862,67.88432601880878,47.24576802507838,61.43416927899686,50.346394984326025,49.403761755485895,57.04514106583072,48.186206896551724,48.79341692789969,50.22539184952978,49.4141065830721,15.798119122257054,16.510031347962382,16.131974921630093,15.83605015673981,15.158934169278995,81.13200975269942,18.867990247300593,0.8006008359456634,0.20457702020202015,0.09696969696969698,0.7473379111310144,0.1694257388701833,0.1146960678210678,180.4783685127134,165.55715778474402
21,23,10215,2012-02-22,45,44,55,57,60,52,38,61,0,1,0,1,1,0,53.0,4,2014-09-19,67.52472727272728,71.56496969696968,52.9269090909091,46.2830303030303,55.37236363636364,58.58981818181818,43.53733333333333,57.148242424242426,50.36424242424242,46.72448484848485,52.07321212121212,60.49224242424242,67.47042424242424,67.17054545454545,65.93357575757575,65.90945454545452,64.68315151515151,59.86121212121212,69.46521212121212,65.34109090909091,64.86800000000002,49.46848484848485,62.095272727272715,51.24157575757576,50.731393939393946,54.02436363636364,50.62909090909091,49.41006060606062,51.2809696969697,49.81721212121213,14.882424242424246,14.905212121212122,15.630424242424239,14.867030303030303,15.287878787878784,80.03241943241945,19.967580567580573,0.7385791245791246,0.18082912457912456,0.15637175324675323,0.8762760942760942,0.1408696338383838,0.11096429410382896,180.05206491582493,166.2305387205387
22,25,10215,2014-09-19,52,44,55,51,60,39,38,61,0,1,0,1,1,0,53.0,3,2015-09-10,66.54710743801652,69.85840220385674,51.11239669421488,45.346556473829196,57.400550964187325,58.56418732782369,45.38677685950413,55.42617079889808,49.99283746556473,46.387052341597794,52.84545454545455,60.46721763085399,64.40853994490358,63.643250688705244,63.313498622589535,64.13085399449037,61.70881542699724,60.28429752066116,67.11212121212122,63.55068870523416,68.82727272727271,48.922589531680444,60.98457300275482,50.77575757575758,49.97272727272727,51.434435261707996,48.24297520661157,49.16831955922865,51.595316804407716,49.20661157024794,15.754820936639117,14.53939393939394,15.20716253443526,15.435537190082645,16.120110192837462,81.30394857667584,19.902248289345064,0.6170951943679216,0.21114937251300883,0.17175543311906946,0.7673324150596879,0.18580808080808078,0.14025252525252524,182.41260345883072,174.2134374043465
23,26,10215,2015-09-10,53,44,55,51,60,39,38,61,0,1,0,1,1,0,53.0,3,,68.76099706744868,71.91994134897361,54.4615835777126,46.97888563049854,54.60850439882699,59.658357771260995,45.28885630498533,58.41730205278592,53.479178885630496,49.93313782991203,54.295014662756586,60.99736070381231,64.1208211143695,65.95513196480938,66.20439882697947,66.39237536656893,65.2266862170088,62.93313782991203,66.14398826979472,65.61231671554252,66.76715542521994,52.51319648093841,65.37507331378299,52.57536656891495,53.15542521994136,53.385337243401764,48.31143695014662,48.31730205278593,52.59706744868035,48.76539589442815,17.107624633431087,14.734897360703814,17.16217008797654,16.26891495601173,16.428445747800588,79.55592794302473,20.444072056975276,0.52195224130708,0.3367825722664433,0.14597402597402595,0.7937997486384581,0.16346320346320342,0.10630797773654917,180.77864450961223,171.78686868686867
24,27,10217,2010-02-22,30,35,30,50,65,30,30,30,0,1,0,1,1,0,43.5,2,2011-02-22,65.13877005347595,70.62219251336899,52.77245989304813,45.98048128342246,56.996256684491975,60.14705882352941,43.46687462863933,59.8548128342246,46.188591800356505,43.02727272727273,59.255614973262034,60.60802139037434,66.54598930481284,66.90561497326202,66.55409982174687,64.36684491978609,67.15522875816994,56.08877005347593,65.70389185977422,66.67647058823529,68.05080213903746,50.22754010695187,62.66283422459893,54.82566844919786,54.10775401069519,60.54982174688057,51.42994652406417,47.32433155080214,50.41871657754012,49.408318478906715,13.903743315508022,18.84197860962567,33.191443850267376,19.194117647058825,19.434491978609625,78.67498514557339,21.32501485442662,0.7012191240132416,0.29878087598675834,,0.6304558186911129,0.27626580935404466,0.10936084987809125,182.65512774806894,173.5285204991087
25,28,10217,2011-02-22,53,53,48,67,66,46,62,65,0,1,0,1,1,0,43.5,4,2012-02-22,67.27017045454545,70.53494318181819,54.74943181818182,44.88380681818182,54.55653409090909,61.746875,45.18295454545455,57.638068181818184,45.09090909090909,44.294886363636365,57.76988636363636,60.54659090909091,66.0909090909091,66.57386363636363,66.0809659090909,65.68977272727273,64.91221590909092,57.732386363636365,67.12869318181819,68.6034090909091,68.22897727272728,50.04375,60.647443181818176,52.83778409090909,51.72954545454545,61.955113636363635,50.61079545454545,47.117613636363636,49.705397727272725,48.24857954545455,15.705113636363638,14.669602272727273,15.761647727272727,14.899999999999999,16.15028409090909,67.53787878787878,32.46212121212121,0.720391414141414,0.2438131313131313,0.09545454545454544,0.6875946969696969,0.24955808080808078,0.10055555555555555,182.4714993686869,171.6686316287879
26,29,10217,2012-02-22,38,44,55,60,44,50,58,62,0,1,0,1,1,0,43.5,4,2013-09-20,67.03921568627452,71.60071301247773,51.72549019607843,44.59714795008914,55.43850267379679,60.51871657754012,45.007130124777184,55.55793226381461,50.16042780748662,47.495543672014264,55.09982174688056,62.02139037433156,66.46524064171122,67.10695187165776,66.47237076648842,65.24420677361854,62.31372549019607,61.983957219251344,68.27094474153297,68.52584670231728,68.51158645276293,49.094474153297675,62.57575757575757,49.97147950089127,50.67023172905525,52.90374331550801,49.907308377896626,47.45989304812835,49.49910873440285,46.832442067736174,15.286987522281638,16.197860962566843,15.825311942959,14.474153297682706,16.87700534759358,73.18181818181819,26.81818181818182,0.7487272727272726,0.2263636363636364,0.09580419580419582,0.7129090909090908,0.20199999999999999,0.11498771498771497,181.24150128738364,172.6020994256288
27,30,10217,2013-09-20,38,47,55,55,44,50,58,52,0,1,0,1,1,0,43.5,7,2014-09-19,66.34491978609624,70.15240641711227,54.173796791443856,47.35828877005348,56.326203208556144,61.518716577540104,47.31016042780748,58.406417112299465,53.07486631016043,46.51069518716577,55.84491978609626,62.09625668449198,67.35026737967915,67.66310160427808,63.216577540106954,63.77807486631016,60.75133689839572,62.91978609625668,69.43850267379678,66.17647058823529,67.73262032085562,51.81550802139037,60.84759358288769,50.914438502673804,54.49465240641711,52.27005347593583,50.08288770053476,47.66577540106952,50.719251336898395,48.336898395721924,14.457219251336898,15.622994652406419,15.008021390374331,15.018716577540106,16.43850267379679,82.17914438502673,17.82085561497326,0.9070187165775402,0.11708754208754207,,0.9177139037433155,0.09676573426573426,0.09393939393939393,181.06819370172312,169.79797979797982
28,31,10217,2014-09-19,58,55,55,52,44,57,50,52,0,1,0,1,1,0,43.5,8,2015-09-10,67.49311294765839,70.52892561983471,53.31404958677686,47.663911845730034,56.77410468319559,61.735537190082646,49.258953168044066,59.63636363636363,53.71625344352617,47.2809917355372,54.867768595041326,61.66942148760331,66.32506887052342,68.9228650137741,61.78787878787879,65.52617079889808,59.45730027548209,61.23691460055095,68.88429752066115,67.94765840220386,71.30853994490357,52.611570247933884,58.7961432506887,52.435261707988985,54.56473829201102,57.969696969696976,52.01101928374656,49.14876033057851,50.768595041322314,48.58677685950413,14.702479338842975,15.256198347107437,14.509641873278238,15.550964187327821,16.484848484848484,81.2396694214876,18.7603305785124,0.8997245179063361,0.13236363636363635,,0.859228650137741,0.1286363636363636,0.14805194805194805,182.50759106213653,173.3676155494337
29,32,10217,2015-09-10,56,66,55,52,38,40,50,52,0,1,0,1,1,0,43.5,0,,69.24848484848485,71.67575757575759,49.115151515151524,45.945454545454545,59.02727272727272,60.47575757575758,44.333333333333336,57.82424242424243,50.0,45.206060606060596,54.54848484848485,63.7,61.963636363636375,65.16666666666667,60.27272727272727,66.43030303030304,58.31515151515152,58.203030303030296,72.29090909090908,67.27575757575758,71.01515151515152,48.88484848484848,61.44545454545455,52.687878787878795,52.69393939393938,55.95454545454547,50.43636363636363,52.45757575757576,53.675757575757565,51.181818181818194,15.31212121212121,16.206060606060607,15.793939393939393,15.85151515151515,17.33030303030303,70.12121212121214,29.878787878787875,0.8827272727272727,0.1407272727272727,,0.8703030303030302,0.14836363636363634,0.0909090909090909,182.8338181818182,173.34848484848487
30,33,8593,2010-02-22,30,30,50,60,70,30,30,30,1,0,0,1,1,0,41.5,2,2011-02-22,75.12032085561498,81.97860962566844,60.716577540106954,55.155080213903744,58.02139037433155,70.5,59.716577540106954,66.74064171122994,58.705882352941174,51.43582887700535,66.63903743315507,71.74331550802138,74.94117647058823,74.14705882352942,73.24866310160428,75.87967914438502,71.70588235294117,68.09358288770055,70.05614973262031,75.95454545454545,69.09625668449199,61.38235294117647,68.07219251336898,62.38235294117647,66.42780748663101,72.03743315508021,61.47860962566844,54.826203208556144,57.037433155080215,57.55882352941177,15.323529411764707,21.053475935828875,38.55080213903742,22.066844919786096,21.013368983957218,80.16042780748663,19.83957219251337,0.5772727272727272,0.3382352941176471,0.09905956112852664,0.6446524064171123,0.2703208556149732,0.10707070707070707,182.1955733808675,171.188027332145
31,34,8593,2011-02-22,40,38,67,65,67,65,57,63,1,0,0,1,1,0,41.5,6,2012-02-22,74.04829545454545,80.84375,60.84090909090909,52.63636363636364,55.09375,68.96306818181819,54.71875,64.41477272727272,58.21022727272727,49.73863636363636,61.88636363636364,70.5965909090909,73.36079545454544,73.88920454545455,72.7784090909091,73.77272727272727,67.68181818181819,69.32102272727272,69.52272727272728,72.60795454545453,67.13920454545455,62.05113636363636,62.35795454545455,54.0625,60.71022727272727,67.4375,57.48011363636363,49.61079545454546,51.34090909090909,48.48295454545455,15.911931818181817,15.991477272727273,15.022727272727273,16.823863636363637,16.622159090909093,68.86363636363637,31.136363636363633,0.5964015151515152,0.3617739898989899,0.09559884559884559,0.7432133838383838,0.21496212121212122,0.1338383838383838,180.72484848484848,167.74747474747474
32,35,8593,2012-02-22,31,33,39,64,46,68,65,60,0,1,1,0,1,0,41.5,1,2013-09-20,74.13461538461537,79.1520979020979,59.02447552447552,51.64335664335665,59.86888111888111,70.15034965034965,52.70804195804196,64.77272727272728,58.02797202797204,50.32167832167833,64.07167832167832,71.09615384615384,73.07517482517481,71.28496503496503,72.73076923076923,72.37062937062937,66.76398601398601,67.1118881118881,72.05944055944056,71.80419580419579,65.13811188811191,58.35839160839161,56.98776223776224,54.35139860139861,60.66608391608391,65.09965034965035,55.3811188811189,48.64685314685313,52.21678321678322,47.225524475524466,16.27097902097902,15.825174825174827,15.601398601398603,17.694055944055943,16.309440559440556,75.26223776223776,25.222816399286984,0.6071678321678321,0.3694055944055945,0.0937062937062937,0.8538461538461538,0.10578512396694215,0.12806324110671935,180.79096348096348,166.33974358974362
33,36,8593,2013-09-20,35,33,39,52,46,68,65,50,1,0,1,0,1,0,41.5,1,2014-09-19,73.68595041322315,78.63636363636364,58.501377410468315,50.876033057851245,61.28650137741047,69.89807162534434,52.16528925619835,66.43526170798899,57.501377410468315,45.911845730027544,63.69146005509641,71.96969696969697,73.06887052341597,71.38842975206612,70.57851239669422,72.52617079889806,69.88705234159781,65.80716253443528,70.84573002754821,71.03305785123965,66.91460055096418,54.49586776859505,60.217630853994486,56.30027548209367,61.25895316804407,63.10468319559229,53.14876033057851,51.20110192837466,56.93388429752066,51.807162534435264,15.600550964187326,16.34159779614325,16.415977961432507,17.374655647382916,15.696969696969697,70.52341597796142,29.47658402203857,0.39917355371900826,0.571625344352617,0.09636363636363636,0.737465564738292,0.2221212121212121,0.1111111111111111,179.95631772268138,162.80137741046832
34,37,8593,2014-09-19,40,30,51,55,39,64,53,64,0,1,1,0,1,0,41.5,1,2015-09-10,73.6198347107438,80.05509641873277,57.333333333333336,51.82093663911845,62.32231404958677,69.73829201101927,51.20385674931129,67.4159779614325,54.78236914600551,48.10743801652893,64.33608815426996,71.35812672176307,71.86776859504131,72.71074380165288,69.27823691460054,72.1349862258953,64.75482093663912,65.64187327823691,70.35537190082646,70.4297520661157,67.89256198347108,54.19559228650138,59.90633608815427,55.22038567493113,60.58126721763085,61.04132231404959,51.15151515151515,51.771349862258944,55.650137741046834,50.91184573002755,15.479338842975206,16.101928374655646,16.4435261707989,17.790633608815426,15.556473829201103,70.85399449035812,29.146005509641874,0.6517906336088155,0.3454545454545454,0.0909090909090909,0.71267217630854,0.18445747800586507,0.15054545454545454,181.64848484848486,166.81971227425774
